SentimentText,label,language,urgency
"@RailMinIndia, @sureshpprabhu, Sir, Comesum h Nizamuddin has served spoiled food today evening, they should be penalise, pl check &amp; do nedfl",3,0,2
"train is at halt for the last 4.5 hrs amidst of jungle, wt the fkk is happening??? pnr 4512791357",2,0,1
@sureshpprabhu @RailMinIndia cant able to book tatkal ticket from pnbe to hwh. But only unauthorized agent can book...need help,4,0,1
Mischief Bundle - #KindleCountdown Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica  #Erotica #Booklovers #LPRTGâ¦ https://t.co/wghZsGZszU,0,0,-1
@RailMinIndia @sureshpprabhu  But it is not at all impressive to see the pantryman with tip collection tray in Rajdhanis. Imagine same in AI,7,0,1
@RailMinIndia:awaiting refund for pnr 6447664244 frm 7 month.plz help.,4,0,2
@sureshpprabhu @RailMinIndia : Meerut City Station Platform 2/3 are relatively dirty. Sweeping required. https://t.co/AwQUu355e1,3,0,0
@sureshpprabhu @RailMinIndia PNR is 2544989573. Many Thanks beforehand !!,1,0,-1
@RailMinIndia @sureshpprabhu there is huge problm of chain pulling on delhi Udz #chetakexpress &amp; got late always plz look into this.,6,0,1
@RailMinIndia Thanks a lot Indian Railways the query has been resolved....really Mera desh badal raha hai.Namo namo,1,4,-1
@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late..,2,0,0
@RailMinIndia @IRCTC_Ltd Using IRCTC tatkal service ruined my journey. Poor server response.  Website hang/not open Toady for 45 min,8,0,1
@RailMinIndia in train18234 coach s5 seat no6 fan not working. Plz help,7,0,0
"@RailMinIndia Window glass are not at all visible, pls get this clean urgently,PNR:6352386558,TRAIN:18030,DOJ:08-06-16,2A,PKU-LTT,Dep:16:35",7,0,0
@RailMinIndia Announcement done !!!,1,0,-1
"copassenger playing loud music , not obeying the tt too, sort it out pnr 4512791357",7,0,0
"@RailMinIndia Getting a #tatkal AC ticket 4m Pune 2 Bhubaneswar, vice-versa is very much difficult via @IRCATERING website @sureshpprabhu",4,0,0
@RailMinIndia Please charge cancellation fee with a logical algorithm. 760 INR for cancelling a ticket within 15 minutes is outrageous!!,8,0,1
@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.,4,0,1
@RailMinIndia @soorajkumarv @GMSRailway Noted informed concerned department,1,0,-1
@RailMinIndia spreading foodfor service at washdoors incoaches persistingin rajdhanitoo.litterbinwith foodresidues kept closebyalso.stopit,3,0,1
"@RailMinIndia Maveli Express is always late by 30 to 60 minutes and Ernakulam,  this is being noted for an year. https://t.co/MEbiSmJduq",2,0,2
@sureshpprabhu @RailMinIndia  I would like to thank your team for giving me such a wonderful experience of train travel. Salute to good work,1,0,-1
@RailMinIndia No hygiene in Secunderabad-Gorakhpur train. All train smelling bad.Toilets are not maintained.,3,0,1
"@RailMinIndia  @IRCTC_Ltd  HV cancelled  tkt on May,27,2016 PNR 8647308131ï¿½ Refund amount ofï¿½Rs.3790ï¿½received today. Thank U.TDR payment ?",1,0,-1
@RailMinIndia Talk to RPF head quater I am satisfied that they will provide full protection of Tatkal reservation counter to general people.,1,0,-1
@RailMinIndia IRLRO Welcomes decision on stn baby food stalls but r babies safe with drivers running trains w/o time for foodRefNaturalcall,8,0,0
"two copassengers fought brutally, 1 got a head injury.1!! His  pnr 4512791357",6,0,2
@sureshpprabhu  @RailMinIndia  The cleanliness feedback overphone is appreciated.But feedback for which station is not clearly mentioned.1/2,8,0,0
@RailMinIndia There is very slow Air conditioning in 3AC coach no. BE1 . train - 19269 Porbandar-Motihari PNR 8247039410,7,0,0
"@RailMinIndia Paid 200 bribe 2 T.c when T.c askd fr ticket, T.c didnt gav any recipt ,train 12565 S5 nxt stp ND https://t.co/bP2VJdxWoV",4,0,0
"@RailMinIndia @sureshpprabhu @DrmDnr Its a shame dat  despite of instructions from GM,Patna rail administration is idle in cleaning dis mesh",3,0,0
"@RailMinIndia @prakashroshan20 Sir, u r mobile phone could not be traced.Pl lodge missing report with GRP.",1,0,-1
@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/cImqnkJTwC,1,0,-1
@RailMinIndia we all are in rac pnr no. 6352836568.....have 2 children and 1 medical practice.... all waiting list... need help...,4,0,0
@NitinSubudhi @RailMinIndia @PiyushGoyal 4 paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.,8,4,0
@RailMinIndia 19916 intercity exp mg is getting late each day. It is requested to make the stoppage of every exp train at 8 am,2,0,1
@RailMinIndia @sureshpprabhu  dhauli worst train.12822 coach C1 ac not wrkng. refund money .why is this coach even there when ac nt working?,7,0,0
@RailMinIndia 2 persons with weapon robbed me in GawhatiExpress.I lost my Iphone6.i got all the details with proofs of the robberer.helpme,6,0,2
"@RailMinIndia @sureshpprabhu I Booked TDR on Feb 22, 2016 against Ticket PNR No 6652029847 and i had not got any response till today.",4,0,0
"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",2,0,1
"@RailMinIndia   sir, I hv booked a ticket yesterday online from delhi to patna but it was not confirmed and money has also not been refunded",4,0,0
"RT @RailwayNorthern: @IndiaBTL @RailMinIndia @PiyushGoyal @PMOIndia ""NR does not purchase National Herald for distribution in trains. Eiâ¦ ",1,0,-1
"Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travellâ¦ https://t.co/0rVpCBElEB",1,0,-1
"@PiyushGoyal PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen.",6,0,0
@sureshpprabhu @RailMinIndia @DRM_Agra @drm_moradabad pls see the status of this train.starts late frm destination https://t.co/iFUgYwfkjj,8,0,0
@RailMinIndia @Uttambanerjee10 @ed_eeg @drmnfr_lmg Matter notified to officials concerned @electrlbzascr,1,0,-1
@RailMinIndia @sureshpprabhu Sir is there a way you guys track legal allocation of rac seats?Am travelling on a half seat pnr:8347530093 1/2,4,0,0
@RailMinIndia pls confirm about my reservation or make my money refund,4,0,1
"unremoved heavy bedrolls , stinky smell pnr 4512791357, 1 cleanup reqd",3,0,1
"@RailMinIndia @sureshpprabhu Sir, Great thought. Jabse aap aayen hain Rail to jaise pankh laga ke ud rahi hai.Thanks https://t.co/bhFbCEyFK6",8,4,0
@sureshpprabhu @RailMinIndia Platform No 4&amp;5 of #bhopal needs to be cleaned immediately. My PNR 8747162916 Waiting https://t.co/oX7ONddOZX,3,0,1
"@RailMinIndia @RailMinistry_in Train no.:12618 - Mangala Express, just boarded the train from panvel; Boggie No.: A2.The coach is not clean.",3,0,0
"@sureshpprabhu @RailMinIndia sir there is local water bottle(pawan aqua)selling on New Delhi rly stn. No railneer,Railway looses its revenue",8,0,1
@RailMinIndia @RailwayNorthern Why the train start 2 hours late from the beginning? https://t.co/mmkr6Sf8Ki,2,0,0
"@RailMinIndia @sureshpprabhu TRAIN NO 12764 S13 No water please address finding difficult Seat no S13 42,43,45,46,48",7,0,0
"@sureshpprabhu @RailMinIndia Train number 12673 coach B5 3A seat 30UB Rats, no cleaning, no blanket. ?? https://t.co/xA4ChiTMEI",3,0,1
12142 train stops at thane or not @RailMinIndia please reply,1,0,-1
@RailMinIndia @sureshpprabhu proper maintenance in Samatha express light and fan not working at pnr 6655960301,7,0,1
Please  help @RailMinIndia. WHY CAN'T WE BOOK TICKETS FOR TRAIN NUMBER 52145? @IRCTC_Ltd NOT RESPONDING to emailsâ¦ https://t.co/gLrBwj7mFA,4,0,1
"@RailMinIndia , travelling in train no 12759 A1 46, till 10 pm charging point is working, now it's not working in whole compartment",7,0,1
@sureshpprabhu @RailMinIndia @narendramodi @PMOIndia Pls print the Menu of Indianrailways on backside of the ticket,8,0,0
"pregnant lady needs the help of some lady doctor immediately, her pnr 4512791357",5,0,2
"@RailMinIndia asked about trn no-14312 to station master,it was brought to notice that the train has a history of being late.plz look (2/2)",2,0,1
@RailMinIndia sir Ji what corrective action taken for long queue at reservation counter and dull booking staff. Very disappointing .,4,0,1
@sureshpprabhu @RailMinIndia Dear Sir I am travelling in 19046 train &amp; there is no water in toilets. The condition of the train is worst.,7,0,1
@RailMinIndia Train No 12683 travelled on 08/06/16 Awy to Otp in S5 71 TTE collected SL charge not issued receipt https://t.co/F52ZjigpH7,8,0,0
@RailMinIndia punitive action needs to be taken against vendors seling articles more than mrp. Tolfree no takes long waiting time aprox 30 M,8,0,1
@RailMinIndia Its shocking that Nzm- Pune 04418 didn't have a first aid box when required. An 8-yr old waited 35 mins for help to arrive.,5,0,1
"@RailMinIndia @sureshpprabhu: need2travel with my 57yrs old sick mother n 60yrs father 4medical purpose, tickets nt confirmed,PNR 6755602571",4,0,1
@RailMinIndia is there a magistrate checking in 14318 ?  . 2-3 women are in train as part of checking team but no id cards,8,0,1
"@RailMinIndia @sureshpprabhu sir, almost 20 days after I booked a ticket through irctc, still haven't got the refund. Irctc asks me cont.",4,0,1
 Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satnaâ¦ https://t.co/IuU9c2arbi,8,0,0
"@RailMinIndia sir my train ticket is not comform from Abu Road to Mumbai, my mother is sick, plz help sir. PNR NO 2217892889 DOJ 9.6.16",4,0,1
@RailMinIndia PNR 4858754692 It was extremely difficult boarding the train and getting our seats from the unreserveâ¦ https://t.co/PnQR5EXbwS,8,0,0
@sureshpprabhu @RailMinIndia my mom 73 a cancer patient lost her tatahospital smart card in train (cont) https://t.co/lXFqoUOdkA,6,0,1
paid for ac but feeling the hotness of railways negligence. Attention needed immediately pnr 4512791357,7,0,0
"train diverted from its actual route , no knowlwdge of where the fuck are we being taken.track us pnr 4512791357",8,0,1
@RailMinIndia @sureshpprabhu kudos to you sir.6mb/s speed unbelievable.#cleaneststation#freewifi#Thank you https://t.co/xhwqxBKc0y,1,0,-1
@RailMinIndia @sureshpprabhu Please Give the Pantry Menu and RateCard on Line. This will avoid manyControversy during a Train journey.,8,0,0
"@RailMinIndia  sir my train ticket is not comform from Abu Road to Mumbai, my mother is sick, plz help sirPNR NO 2217892889DOJ 9.6.16",4,0,1
"@RailMinIndia Hello Sir,we have booked ticket thro online and only my wife got in frm the boarding station. I could joined ftm anthr station",4,0,1
@RailMinIndia @sureshpprabhu tickets only on mobile is still not feasible. Please review it.,1,0,-1
@RailMinIndia @sureshpprabhu  I am sure that railwys only care abt posting on twittr and fb. I posted my issue many times now and no reply.,8,0,0
"mobile stolen , need 1 help to track it pnr 4512791357",6,0,1
"@RailMinIndia Sachkhand express (12715) late by 7+ hours. Just buying Japanese trains won't help, IR should learn fâ¦ https://t.co/4x33yIQDxL",2,0,1
RT @carole_mortimer: #PNR #fantasy #BookBoost #IARTG #EARTG #ASMSG #IAN1 #mgtab #tw4rw #NewRelease DERYK (Dragon Hearts 2)â¦ ,0,0,-1
@RailMinIndia this is our security when train is running pic of 64231 bbk-lko &amp; train guard is sleeping at malhore https://t.co/vOutGI7SWn,6,0,1
@DrmChennai @RailMinIndia In Bangalore  no charges  . Any circulars  from Railway  ministry. Attach,1,0,-1
@RailMinIndia @sureshpprabhu kindly allow the mobile user's to book tickets during 8-12 am also on irctc app currently the app is not useful,4,0,1
@RailMinIndia @sureshpprabhu Plz mk TTE wear nameplats on duty or they ll be not authorize to chk ticket.they dont wear nameplate &amp; tk money,8,0,1
"@RailMinIndia @SRailwayIndia @railministerindia 16345 running 3+ hrs late S1 coach dont have any water, charging point not working",2,0,1
@drmmumbaicr @RailMinIndia @drmljn Please share coach position for 11016 khushinager ex0,1,0,-1
2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦ https://t.co/4nc4pmZO3u,2,0,0
@RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusersâ¦ https://t.co/Iu4NzEgWIR,1,0,-1
@sureshpprabhu @RailMinIndia booked Tatkal ticket with wrong gender details - name and age are correct. Pls advise if something can be done.,4,0,1
"@RailMinIndia Train No. 15107 Coach BE1, AC not working from Barabanki &amp; no one is listening to our complain.",7,0,1
RT @ErGKSWAMY1: @seevivekhere Ask them to join @airef_official  under the dynamic leadership of @AirefPr @airef1234 and fight for jâ¦ ,1,0,-1
@sureshpprabhu @RailMinIndia Thank You Sir for sending your representative but he can't do anything. Plz charge more but provide good food.,7,0,1
@sureshpprabhu @RailMinIndia Ind rail enquiry sys is down from last 1/2 an hour.unable to track train's location https://t.co/eGUdIQ51XT,8,0,0
"@RailMinIndia Sir i have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15, till time nothing has been done.",6,0,1
It's important to remember the EU isn't only a progressive force - have a look at these EU data collection and sharâ¦ https://t.co/iFuM2tyePs,1,0,-1
@RailMinIndia i was very frustated as my train 51422 was delayed for 2 hrs,2,0,0
Featured New Releases from Midika Crane and Anna Lowe! https://t.co/6PhUQ2suMr #pnr #paranormalromance,0,0,-1
RT @IAmKalpeshBohra: @rpfwrbct @rpfwr1 @kalpeshcynic @RPFMumbaiCntrl @RailMinIndia @MCGM_BMC @GM_CRly @Gmwrly @drmbct @drmmumbaicrâ¦ ,1,0,-1
RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it toâ¦,1,0,-1
@RailMinIndia @Siriusblack1213 @drmncrald @rpfncrald  kindly look this matter into necessary action NCR-1536,8,0,0
@RailMinIndia @GM_CRly @RidlrMUM just a few drizzles and horbour line trains already late by 10 minutes!,2,0,0
@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Great job GANDHI JI KE BANDAAEON,8,4,0
@RailMinIndia was booking ticket through irctc. Transaction dropped and didn't get any ticket but still amount is deducted.Help!!,4,0,0
@RailMinIndia Dear Sir pleasemake regular ticket checking in every trainthere are lots of ppl travelling without ticket#Biharppl commonly,8,0,0
"@RailMinIndia @sureshpprabhu pnr no. 2761985743 traveling in train no 12878 coach G16, dirty bathroom and also no water in coach please help",3,0,0
"@RailMinIndia JAB SE SURESH PRABHU RAIL MINISTER BANA H TAB SE TRAIN ME TICKET MILANA,AUR BHAGWAN SE MILANA BARABAR HO GAYA HAI.",8,4,0
"@sureshpprabhu @RailMinIndia, No Refund for W/L ticket 40 Min before train departure logged a complain no refund https://t.co/guKjUv0Mq5",4,0,0
Wow. Are you serious? @Swamy39 @narendramodi @AmitShah https://t.co/iehx1nRAS9,8,0,0
RT @DOTrPH: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision andâ¦ ,1,0,-1
@sureshpprabhu  @RailMinIndia Thanks a lot  for showing quick response and helping my sister @Rewaristation.. Commendable job done. :),1,0,-1
@RailMinIndia reported issue of water logging in Velacheri Mets station to DRM no response pl take action https://t.co/pJXGBQAJJu,8,0,1
"@sureshpprabhu @RailMinIndia Train No. 12344. Coach B3. Bribe accepted by TT for allotting seat nos. 12,18&amp;20. RAC ticket not allotted seats",4,0,2
@sureshpprabhu @RailMinIndia @drmdelhi Please direct the concerned. Plz plz plz plz plz plz,8,0,0
"@RailMinIndia traveling by 12005 NDL -CHD Shatabdi ,pathetic condition, no water in toilets, train runing late apparently without any reason",2,0,1
@RailMinIndia @sureshpprabhu sir charging point is not working proper atandent telling what I do Train No. 19579 PNR 874746496 coach B210 11,7,0,0
@RailMinIndia  sorry for delayMy contact no 8275595956Pnr 8647217391,1,0,-1
"@RailMinIndia sir, kindly look into train no 12273, already known to you highly prestigious train but delayed every running by avg. 1.5 -2 h",2,0,0
@RailMinIndia @sureshpprabhu why train#18202 always runs late. this train has a history of running late. Currently 4 hrs late.,2,0,1
"@sureshpprabhu ,@RailMinIndia #Cleaning of coach. Nothing happened even jhansi has crossed.Train no 12643,Coach A1",3,0,0
@RailMinIndia at Panipat railway reservation counter one window not working last 10 days so far.passengers suffering .pls help .,4,0,1
@PiyushGoyal sir kafi trains ke coach main glass khidkiyaan poori bad nhi hoti hain so travel ke time thand lagti râ¦ https://t.co/jH6Hw3nPbS,8,4,0
"@RailMinIndia  @sureshpprabhu Railway must write in every ticket that ""If you are travelling from important work don't travel by train"".",1,0,-1
@sureshpprabhu @RailMinIndia Sir while making reservations we fill form and all details in it. Why not put an Aadhar no related registration,8,0,0
"@RailMinIndia @MiniAgrawal6 Sir, thanks for calling us.",1,0,-1
"@sureshpprabhu @RailMinIndia .. bed rolls in AC, bad overpriced food, unmaintained toilets etc etc.  Sorry to say, the situation has ..(5)",7,0,1
"@RailMinIndia confusion or misprint #whatever# but Chd to allp was worst noAC,ntClean,leaking in rain,noWater https://t.co/MLRJygEHmt",3,0,0
@Arunkum01848073 @ccmsrly @SalemDRM @TNRA_RailNews @vanandca @pgt122123 @propgt14 @sivamohan1917 @drmmaduraiâ¦ https://t.co/U44jE0TeKK,0,0,-1
@RailMinIndia to improve hygiene &amp; sanitation before it starts offering food. One cannot eat good food amidst stench https://t.co/7JYfem1Btc,3,0,0
@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli Prabhu ko tweet karte Hi 54011 5 min or late pahle 33 min thi ab 38 ho gai.Thanks,2,4,0
@RailMinIndia the app has serious problem a delay of more than 30 mins is reported 1 min late.@sureshpprabhu https://t.co/wrEBGoKKDT,2,0,0
@RailMinIndia I am unable to get tickets online since three months for varanasi to Pune.,4,0,1
"@RailMinIndia Respected sir, Please look into the matter of tatkal booking as middleman are eating away the tickets in abundance.",4,0,0
@RailMinIndia  ac not working in 15017 boarded from banaras to gorakhpur today.,7,0,0
@RailMinIndia @sureshpprabhu: y can't railway inform beforehand abt any delay#my old parents r forced to wait @HJP for train no 12561 1/2,2,0,0
@RailMinIndia My parcel is missing.No. 2002503753 from manmad to jalandhar city.,7,0,1
@sureshpprabhu  @RailMinIndia  AC &amp; fans are not working in lucknow mail.. We are facing much difficulties...  ????,7,0,0
@sureshpprabhu @RailMinIndia @narendramodi Without ticket traveller are also a big railway problem. Please do something to stop it.,8,0,0
@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/xRQ11YkDfg,0,0,-1
@RailMinIndia yesterday at about 1400 hrs a girl child got treatment by railway doctor in the boogie... thanks ind rail and prabhu sir ...,1,0,-1
@RailMinIndia In howrah main ticket counter is closed due to some repairing purposes.But TVM r there.But nobody is there to help the people.,4,0,1
@RailMinIndia @sureshpprabhu  @sureshprabhubjp pnr:6152278232Guilty for travelin in rajdhani with such terible food &amp; horible sanitaries.,3,0,0
"@RailMinIndia PNR-2119051082Trn:12910Dt:08-06-2016P1-J4,29name: praveen i boarding  from NZM to BRC  No food service was provided..",3,0,0
"@sureshpprabhu @DRMJodhpurNWR @RailMinIndia Sir, the condition of Upper Class Waiting Room at Jodhpur is very horrible. No AC working here.",7,0,0
@RailMinIndia @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a vâ¦ https://t.co/fgalcVcM6C,4,0,0
"window pane jammed #utter winter, bone freezing cold pnr 4512791357",7,0,0
@RailMinIndia standard meals charging Rs 100 in 12194 train .my pnr no 8420297219,7,0,1
@ahamadali222  Kindly share PNR number.  Matter forwarded to the concerned officials @Drmdelhi @IR_EDMECHG @CRSE_CHG_NR,1,0,-1
@sureshpprabhu @RailMinIndia Pathetic condition of coach B1 in GKP-Pune express (train no.15029). No one bothered to clean it! Pls help.,3,0,0
RT @EdenAshe: Add #AllINeed to your TBR shelf! #iartg #ian1 #asmsg #bookboost #RT #paranormalromance #PNR #1click #oneclickâ¦ ,0,0,-1
@RatlamDRM @SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraaâ¦ https://t.co/yXriZjSJiC,1,0,-1
@RailMinIndia @drmdelhi @GM_NRly Train no 04418 which departed yesterday has sanitary and hygiene issues.Water leakage and not clean.,3,0,0
@RailMinIndia Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satnaâ¦ https://t.co/IuU9c2arbi,7,0,0
"@sureshpprabhu @RailMinIndia No water in coaches Like S8,7 pnr:4318424916 mb 8880431072.",7,0,0
@RailMinIndia travelling from nagpur to newdelhi in trivendrum express. N  m chargd rs90 for a single veg thali by rail caterin. Plz explain,7,0,0
@RajeshR21049055 @RailMinIndia @DRM_ASN kindly look into the matter.,0,0,-1
@RailMinIndia train no 12601 maangalore Mail- general passengers in reserved compartment S11. Difficult to reach bathroom. Please help,7,0,1
@RailMinIndia An aged lady has been alloted upper berth in train no. 22911. PNR no. 8553362063. Kindly see if any modifications possible.,7,0,1
"aggressive copassengers, need of immediate change of seat pnr 4512791357",7,0,1
"@RailMinIndia no water in coach...please do something...train no. 12550,coach no. B4,jammutawi durg exp.,,,,next station is agra..",0,0,-1
@RailMinIndia @sureshpprabhu While travelling on     Train No./Name: 12246 /  DURONTO EXPRES.Supervisor forced us to drink hot water.,7,0,0
https://t.co/f27P3FSDcJ @PMOIndia @narendramodi,0,0,-1
@RailMinIndia dear sir in dadar station day before yesterday some tc was torchring a lady because. I dont know why. Kindly check.,6,0,1
@RailMinIndia https://t.co/KzzpvIEKCA,0,0,-1
"@RailMinIndia Train 12401 re-scheduled to depart at 18:15, I kept waiting and it departed at 19:25. Pathetic operations in DNR division, ECR",2,0,0
"@RailMinIndia à¤à¤ à¤¬à¤¾à¤¢à¤¼ à¤¸à¥à¤à¥à¤¶à¤¨ à¤¸à¥ à¤®à¥à¤à¤¾à¤®à¤¾ à¤¸à¥à¤à¥à¤¶à¤¨ à¤à¥ à¤¬à¥à¤ à¤à¥à¤°à¥à¤¨ no.13226 à¤®à¥à¤ 30km à¤®à¥à¤ 60 à¤¬à¤¾à¤° à¤à¥à¤¨ à¤ªà¥à¤²à¤¿à¤à¤ à¤¹à¥à¤,à¤à¤¸à¤¾ à¤°à¥à¤ à¤¹à¥à¤¤à¤¾ à¤¹à¥ à¤à¤ à¤à¥à¤ à¤à¥à¤¯à¤¾à¤¦à¤¾ à¤¹à¥à¤",0,0,-1
@RailMinIndia 12963 Mewar Exp still not reached at platform to start for Udaipur. Passengers stranded at Ã±zm station. Quick action needed.,2,0,1
@RailMinIndia @sureshprabhubjp #sir solve our problems &amp;identify s&amp;t.bullet train aim achieve by s&amp;t only. https://t.co/ozzZRy2cvN,0,0,-1
"@RailMinIndia sir I m coming from cmc vellore , I m nt feeling well , plz stop the train no 13352 on chennai station for  30 min, if posible",5,0,1
@sureshpprabhu Sir waiting at Gurgaon Rly Stn for 12958 Rajdhani Express but no information as per Enquiry @RailMinIndia,2,0,0
@RailMinIndia 1st clss Harbour line service ( Panvel) in Mumbai never checked by TC  many 2nd clss tckt holder commute through 1st clss,7,0,0
@sureshpprabhu @RailMinIndia Central railway @MulundSt getting ready for monsoon.. Hopeful of uninterrupted services https://t.co/nLBSg5Jxws,1,0,-1
"@RailMinIndia @sureshpprabhu PNR-2117701021,trn 12394 can u  give rate list for veg food for this train, they are charging â¹100 for that",7,0,0
@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli As uswell 54011 Always running between DEC-RE section. Plz plz https://t.co/oEyQDtHA6K,0,0,-1
"@RailMinIndia, here at palanpur Gujarat , vendor name: vasu mal amul parlour I got amul masti dahi for â¹25 (1/2)",7,0,0
@RailMinIndia @sureshpprabhu where to complaint about IRCTC's Principal agent OXIGEN SERVICES PVT LTD against mal practices ???,0,0,-1
@RailMinIndia @drmmumbaicr @ImThanekar Google is helping us to install wifi connectivity on all major station https://t.co/9sUdyOqD8U,1,0,-1
@RailMinIndia https://t.co/8JKPA3CCB2,0,0,-1
@RailMinIndia @IRCTC_Ltd Please update cancellation charges at https://t.co/p4BJP6BWLZGetting wrong info after google search,4,0,1
@RailMinIndia So much bad behaviour from the daily passenger.This is becoming  the matter of everyday. Burdwan to Howrah Super 8:35.Plz Help,6,0,1
"@RailMinIndia @sureshpprabhu sir, please consider opening boutiques at each major railway station selling local handicrafts n handlooms.",1,0,-1
"@RailMinIndia JPG means jalpaiguri, pin 735101 under katihar division.",1,0,-1
@RailMinIndia à¤¯à¥ à¤à¤ à¤¦à¤¶à¤à¥à¤ à¤¸à¥ à¤¬à¤¦à¤¹à¤¾à¤² à¤ªà¥à¤² #à¤à¤à¤à¤¾à¤°à¤ªà¥à¤° à¤­à¥ à¤à¤ª à¤²à¥à¤ à¤¦à¥à¤ à¤²à¥à¤à¤¿à¤¯à¥ à¤¯à¥ à¤­à¥ RAILWAY à¤à¤¾ à¤¹à¥ à¤¹à¥ @sureshpprabhu RT PLS. https://t.co/0d16iFGr74,0,0,-1
@RailMinIndia Provide Bedrolls for RAC passengers as well.  am travelling by train no. 22182 A 2 coach RAC 43. I require bedrolls.,7,0,0
@sureshpprabhu @RailMinIndia change atitude of babu's @ Wardha stn... tried 2 request men to throw botles in dustbin..they asked me 2 find 1,7,0,0
@RailMinIndia https://t.co/RSM7rfapOf,0,0,-1
@RailMinIndia  in train no. 14369 14370 between  Cpu to Ald .TTE&amp; GRP Scott sell the remain seat &amp; SLR,8,0,1
"@sureshpprabhu @RailMinIndia tip business in ddn ndls shatabdi,  they ask each n evry1...",7,0,0
"@RailMinIndia @sureshpprabhu complaint ref no. W/EC/SEE/000132137He has nothing left with himself..all docs, money n clothes gone..pls help",6,0,2
@RailMinIndia @sureshpprabhu jhansi GRP denied hlp...he is waiting fr connecting train at Jhansi...pls luk into it...help him @narendramodi,2,0,0
@RailMinIndia @sureshpprabhu.If any one from IRCTC will force to do anything.Is this 'achhe din'. https://t.co/jQCcmaIjhM,0,0,-1
"@RailMinIndia @GM_NRly  @drmdelhi  It is unfortunate that my mobile has been taken away from my berth no. C6/3, Train no 12034",6,0,1
@RailMinIndia @GM_NRly  @drmdelhi PNR no. 2418847847 in my presence by some railway sweeper wearing contractor staff uniform who has,0,0,-1
@RailMinIndia @GM_NRly  @drmdelhi @sureshpprabhu suddenly taken away mobile and then jumped from slowly moving train through opened one side,6,0,1
@RailMinIndia @GM_NRly  @drmdelhi @sureshpprabhu  door once it has left New Delhi Railway station today at 15.50 PM.,0,0,-1
@sureshpprabhu @GMSECR @RailMinIndia à¤à¤¾ à¤à¤ à¤¬à¤¹à¥à¤à¤ªà¤¯à¥à¤à¥ à¤à¤à¤¡à¥à¤°à¥à¤¯à¤¡ à¤à¤ªà¥à¤²à¥à¤à¥à¤¶à¤¨à¥¤ à¤¡à¤¾à¤à¤¨à¤²à¥à¤¡ à¤à¤°à¥à¤...https://t.co/KqdS66Nusp https://t.co/9NO9H412ZX,0,0,-1
"@sureshpprabhu @drmubl @RailMinIndia parents srctzn trvlg bgm-adi pnr-4739324106, RLWL cfmd with uper bths in diff coches, grt inconvenience",7,0,1
@RailMinIndia @GM_NRly @drmdelhi @sureshpprabhu Please take neccessary steps to avoid such incidents at Railway stations/inside train coach,0,0,-1
"@RailMinIndia KAB SUDHAROGE SIRF 100% PUNCTUAL LIKHATE HO NFR KO,DEKHO ROJ KA HAL H,GM DRM TO NABAH HO GAYA HAI https://t.co/jaltgpXIyq",4,0,1
@RailMinIndia dear sir parcel department me bahot curreption hai please change sir your good minister Ashish Mumbai thank you,7,4,1
@RailMinIndia . Kindly finish d padil bajal underpass @MangaloreCity @MLAJRLobo @Ivan_MLC @sureshpprabhu,8,0,0
@RailMinIndia @sureshpprabhu @BhusavalDivn @drmmumbaicr  attendant of coach B1 of 12106 are too much  DRUNK..Pls take action immediately,6,0,2
@RailMinIndia how a passenger confirm about cleareance ofP RAC during travelling,4,0,0
